PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4982,77,2079,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2079,6,84.0,02/03/2021,1,14,02/03/2021 07:00 AM
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4983,78,2019,"""The Gu"" red shirt XML tag t-shirt (White) XS",2019,6,84.0,02/03/2021,1,14,02/03/2021 07:00 AM
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4984,80,935,"""The Gu"" red shirt XML tag t-shirt (White) M",935,6,84.0,02/03/2021,1,14,02/03/2021 07:00 AM
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4985,86,2111,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2111,6,96.0,02/03/2021,1,14,02/03/2021 07:00 AM
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4986,95,1009,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1009,6,90.0,02/03/2021,1,14,02/03/2021 07:00 AM
1261,4,02/02/2021,7,2,02/22/2021,293092,1,,,14,02/03/2021 07:00 AM,4987,98,2087,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2087,6,96.0,02/03/2021,1,14,02/03/2021 07:00 AM
1262,7,02/02/2021,2,2,02/22/2021,BC0280982,1,,,14,02/03/2021 07:00 AM,4988,184,547,Shipping carton (Brown) 305x305x305mm,547,7,47.5,02/03/2021,1,14,02/03/2021 07:00 AM
1262,7,02/02/2021,2,2,02/22/2021,BC0280982,1,,,14,02/03/2021 07:00 AM,4989,193,1373,Black and orange glass with care despatch tape 48mmx75m,1373,7,38.4,02/03/2021,1,14,02/03/2021 07:00 AM
1262,7,02/02/2021,2,2,02/22/2021,BC0280982,1,,,14,02/03/2021 07:00 AM,4990,204,1740,Tape dispenser (Red),1740,7,170.0,02/03/2021,1,14,02/03/2021 07:00 AM
1263,4,02/03/2021,7,2,02/23/2021,293092,1,,,6,02/04/2021 07:00 AM,4991,77,2086,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2086,6,84.0,02/04/2021,1,6,02/04/2021 07:00 AM
