PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
657,4,02/01/2020,7,2,02/15/2020,293092,1,,,11,02/03/2020 07:00 AM,2535,78,10,"""The Gu"" red shirt XML tag t-shirt (White) XS",10,6,84.0,02/03/2020,1,11,02/03/2020 07:00 AM
657,4,02/01/2020,7,2,02/15/2020,293092,1,,,11,02/03/2020 07:00 AM,2536,86,2,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2,6,96.0,02/03/2020,1,11,02/03/2020 07:00 AM
658,7,02/01/2020,2,2,02/15/2020,BC0280982,1,,,11,02/03/2020 07:00 AM,2537,193,3,Black and orange glass with care despatch tape 48mmx75m,3,7,38.4,02/03/2020,1,11,02/03/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2538,77,903,"""The Gu"" red shirt XML tag t-shirt (White) XXS",903,6,84.0,02/04/2020,1,9,02/04/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2539,78,1097,"""The Gu"" red shirt XML tag t-shirt (White) XS",1097,6,84.0,02/04/2020,1,9,02/04/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2540,80,484,"""The Gu"" red shirt XML tag t-shirt (White) M",484,6,84.0,02/04/2020,1,9,02/04/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2541,86,935,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",935,6,96.0,02/04/2020,1,9,02/04/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2542,95,571,"""The Gu"" red shirt XML tag t-shirt (Black) XL",571,6,90.0,02/04/2020,1,9,02/04/2020 07:00 AM
659,4,02/03/2020,7,2,02/23/2020,293092,1,,,9,02/04/2020 07:00 AM,2543,98,1110,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1110,6,96.0,02/04/2020,1,9,02/04/2020 07:00 AM
660,7,02/03/2020,2,2,02/23/2020,BC0280982,1,,,9,02/04/2020 07:00 AM,2544,193,529,Black and orange glass with care despatch tape 48mmx75m,529,7,38.4,02/04/2020,1,9,02/04/2020 07:00 AM
660,7,02/03/2020,2,2,02/23/2020,BC0280982,1,,,9,02/04/2020 07:00 AM,2545,204,653,Tape dispenser (Red),653,7,170.0,02/04/2020,1,9,02/04/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2546,77,901,"""The Gu"" red shirt XML tag t-shirt (White) XXS",901,6,84.0,02/05/2020,1,14,02/05/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2547,78,1102,"""The Gu"" red shirt XML tag t-shirt (White) XS",1102,6,84.0,02/05/2020,1,14,02/05/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2548,80,480,"""The Gu"" red shirt XML tag t-shirt (White) M",480,6,84.0,02/05/2020,1,14,02/05/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2549,86,933,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",933,6,96.0,02/05/2020,1,14,02/05/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2550,95,575,"""The Gu"" red shirt XML tag t-shirt (Black) XL",575,6,90.0,02/05/2020,1,14,02/05/2020 07:00 AM
661,4,02/04/2020,7,2,02/24/2020,293092,1,,,14,02/05/2020 07:00 AM,2551,98,1108,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1108,6,96.0,02/05/2020,1,14,02/05/2020 07:00 AM
662,7,02/04/2020,2,2,02/24/2020,BC0280982,1,,,14,02/05/2020 07:00 AM,2552,193,527,Black and orange glass with care despatch tape 48mmx75m,527,7,38.4,02/05/2020,1,14,02/05/2020 07:00 AM
662,7,02/04/2020,2,2,02/24/2020,BC0280982,1,,,14,02/05/2020 07:00 AM,2553,204,651,Tape dispenser (Red),651,7,170.0,02/05/2020,1,14,02/05/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2554,77,899,"""The Gu"" red shirt XML tag t-shirt (White) XXS",899,6,84.0,02/06/2020,1,9,02/06/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2555,78,1106,"""The Gu"" red shirt XML tag t-shirt (White) XS",1106,6,84.0,02/06/2020,1,9,02/06/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2556,80,483,"""The Gu"" red shirt XML tag t-shirt (White) M",483,6,84.0,02/06/2020,1,9,02/06/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2557,86,943,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",943,6,96.0,02/06/2020,1,9,02/06/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2558,95,571,"""The Gu"" red shirt XML tag t-shirt (Black) XL",571,6,90.0,02/06/2020,1,9,02/06/2020 07:00 AM
663,4,02/05/2020,7,2,02/25/2020,293092,1,,,9,02/06/2020 07:00 AM,2559,98,1116,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1116,6,96.0,02/06/2020,1,9,02/06/2020 07:00 AM
664,7,02/05/2020,2,2,02/25/2020,BC0280982,1,,,9,02/06/2020 07:00 AM,2560,193,532,Black and orange glass with care despatch tape 48mmx75m,532,7,38.4,02/06/2020,1,9,02/06/2020 07:00 AM
664,7,02/05/2020,2,2,02/25/2020,BC0280982,1,,,9,02/06/2020 07:00 AM,2561,204,649,Tape dispenser (Red),649,7,170.0,02/06/2020,1,9,02/06/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2562,77,901,"""The Gu"" red shirt XML tag t-shirt (White) XXS",901,6,84.0,02/07/2020,1,3,02/07/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2563,78,1122,"""The Gu"" red shirt XML tag t-shirt (White) XS",1122,6,84.0,02/07/2020,1,3,02/07/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2564,80,486,"""The Gu"" red shirt XML tag t-shirt (White) M",486,6,84.0,02/07/2020,1,3,02/07/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2565,86,961,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",961,6,96.0,02/07/2020,1,3,02/07/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2566,95,577,"""The Gu"" red shirt XML tag t-shirt (Black) XL",577,6,90.0,02/07/2020,1,3,02/07/2020 07:00 AM
665,4,02/06/2020,7,2,02/26/2020,293092,1,,,3,02/07/2020 07:00 AM,2567,98,1122,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1122,6,96.0,02/07/2020,1,3,02/07/2020 07:00 AM
666,7,02/06/2020,2,2,02/26/2020,BC0280982,1,,,3,02/07/2020 07:00 AM,2568,193,535,Black and orange glass with care despatch tape 48mmx75m,535,7,38.4,02/07/2020,1,3,02/07/2020 07:00 AM
666,7,02/06/2020,2,2,02/26/2020,BC0280982,1,,,3,02/07/2020 07:00 AM,2569,204,657,Tape dispenser (Red),657,7,170.0,02/07/2020,1,3,02/07/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2570,77,899,"""The Gu"" red shirt XML tag t-shirt (White) XXS",899,6,84.0,02/10/2020,1,4,02/10/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2571,78,1120,"""The Gu"" red shirt XML tag t-shirt (White) XS",1120,6,84.0,02/10/2020,1,4,02/10/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2572,80,482,"""The Gu"" red shirt XML tag t-shirt (White) M",482,6,84.0,02/10/2020,1,4,02/10/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2573,86,959,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",959,6,96.0,02/10/2020,1,4,02/10/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2574,95,579,"""The Gu"" red shirt XML tag t-shirt (Black) XL",579,6,90.0,02/10/2020,1,4,02/10/2020 07:00 AM
667,4,02/07/2020,7,2,02/27/2020,293092,1,,,4,02/10/2020 07:00 AM,2575,98,1120,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1120,6,96.0,02/10/2020,1,4,02/10/2020 07:00 AM
668,7,02/07/2020,2,2,02/27/2020,BC0280982,1,,,4,02/10/2020 07:00 AM,2576,193,533,Black and orange glass with care despatch tape 48mmx75m,533,7,38.4,02/10/2020,1,4,02/10/2020 07:00 AM
668,7,02/07/2020,2,2,02/27/2020,BC0280982,1,,,4,02/10/2020 07:00 AM,2577,204,655,Tape dispenser (Red),655,7,170.0,02/10/2020,1,4,02/10/2020 07:00 AM
669,4,02/08/2020,7,2,02/28/2020,293092,1,,,4,02/10/2020 07:00 AM,2578,78,1,"""The Gu"" red shirt XML tag t-shirt (White) XS",1,6,84.0,02/10/2020,1,4,02/10/2020 07:00 AM
669,4,02/08/2020,7,2,02/28/2020,293092,1,,,4,02/10/2020 07:00 AM,2579,86,18,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",18,6,96.0,02/10/2020,1,4,02/10/2020 07:00 AM
669,4,02/08/2020,7,2,02/28/2020,293092,1,,,4,02/10/2020 07:00 AM,2580,95,8,"""The Gu"" red shirt XML tag t-shirt (Black) XL",8,6,90.0,02/10/2020,1,4,02/10/2020 07:00 AM
670,7,02/08/2020,2,2,02/28/2020,BC0280982,1,,,4,02/10/2020 07:00 AM,2581,193,4,Black and orange glass with care despatch tape 48mmx75m,4,7,38.4,02/10/2020,1,4,02/10/2020 07:00 AM
670,7,02/08/2020,2,2,02/28/2020,BC0280982,1,,,4,02/10/2020 07:00 AM,2582,204,6,Tape dispenser (Red),6,7,170.0,02/10/2020,1,4,02/10/2020 07:00 AM
