PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,832,77,263,"""The Gu"" red shirt XML tag t-shirt (White) XXS",263,6,84.0,05/02/2019,1,10,05/02/2019 07:00 AM
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,833,78,322,"""The Gu"" red shirt XML tag t-shirt (White) XS",322,6,84.0,05/02/2019,1,10,05/02/2019 07:00 AM
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,834,80,110,"""The Gu"" red shirt XML tag t-shirt (White) M",110,6,84.0,05/02/2019,1,10,05/02/2019 07:00 AM
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,835,86,195,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",195,6,96.0,05/02/2019,1,10,05/02/2019 07:00 AM
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,836,95,103,"""The Gu"" red shirt XML tag t-shirt (Black) XL",103,6,90.0,05/02/2019,1,10,05/02/2019 07:00 AM
204,4,05/01/2019,7,2,05/21/2019,293092,1,,,10,05/02/2019 07:00 AM,837,98,295,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",295,6,96.0,05/02/2019,1,10,05/02/2019 07:00 AM
205,7,05/01/2019,2,2,05/21/2019,BC0280982,1,,,10,05/02/2019 07:00 AM,838,193,119,Black and orange glass with care despatch tape 48mmx75m,119,7,38.4,05/02/2019,1,10,05/02/2019 07:00 AM
205,7,05/01/2019,2,2,05/21/2019,BC0280982,1,,,10,05/02/2019 07:00 AM,839,204,42,Tape dispenser (Red),42,7,170.0,05/02/2019,1,10,05/02/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,840,77,261,"""The Gu"" red shirt XML tag t-shirt (White) XXS",261,6,84.0,05/03/2019,1,4,05/03/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,841,78,349,"""The Gu"" red shirt XML tag t-shirt (White) XS",349,6,84.0,05/03/2019,1,4,05/03/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,842,80,106,"""The Gu"" red shirt XML tag t-shirt (White) M",106,6,84.0,05/03/2019,1,4,05/03/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,843,86,202,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",202,6,96.0,05/03/2019,1,4,05/03/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,844,95,102,"""The Gu"" red shirt XML tag t-shirt (Black) XL",102,6,90.0,05/03/2019,1,4,05/03/2019 07:00 AM
206,4,05/02/2019,7,2,05/22/2019,293092,1,,,4,05/03/2019 07:00 AM,845,98,304,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",304,6,96.0,05/03/2019,1,4,05/03/2019 07:00 AM
207,7,05/02/2019,2,2,05/22/2019,BC0280982,1,,,4,05/03/2019 07:00 AM,846,193,125,Black and orange glass with care despatch tape 48mmx75m,125,7,38.4,05/03/2019,1,4,05/03/2019 07:00 AM
207,7,05/02/2019,2,2,05/22/2019,BC0280982,1,,,4,05/03/2019 07:00 AM,847,204,41,Tape dispenser (Red),41,7,170.0,05/03/2019,1,4,05/03/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,848,77,260,"""The Gu"" red shirt XML tag t-shirt (White) XXS",260,6,84.0,05/06/2019,1,6,05/06/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,849,78,372,"""The Gu"" red shirt XML tag t-shirt (White) XS",372,6,84.0,05/06/2019,1,6,05/06/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,850,80,102,"""The Gu"" red shirt XML tag t-shirt (White) M",102,6,84.0,05/06/2019,1,6,05/06/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,851,86,215,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",215,6,96.0,05/06/2019,1,6,05/06/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,852,95,98,"""The Gu"" red shirt XML tag t-shirt (Black) XL",98,6,90.0,05/06/2019,1,6,05/06/2019 07:00 AM
208,4,05/03/2019,7,2,05/23/2019,293092,1,,,6,05/06/2019 07:00 AM,853,98,308,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",308,6,96.0,05/06/2019,1,6,05/06/2019 07:00 AM
209,7,05/03/2019,2,2,05/23/2019,BC0280982,1,,,6,05/06/2019 07:00 AM,854,193,121,Black and orange glass with care despatch tape 48mmx75m,121,7,38.4,05/06/2019,1,6,05/06/2019 07:00 AM
209,7,05/03/2019,2,2,05/23/2019,BC0280982,1,,,6,05/06/2019 07:00 AM,855,204,46,Tape dispenser (Red),46,7,170.0,05/06/2019,1,6,05/06/2019 07:00 AM
210,4,05/04/2019,7,2,05/11/2019,293092,1,,,6,05/06/2019 07:00 AM,856,77,4,"""The Gu"" red shirt XML tag t-shirt (White) XXS",4,6,84.0,05/06/2019,1,6,05/06/2019 07:00 AM
210,4,05/04/2019,7,2,05/11/2019,293092,1,,,6,05/06/2019 07:00 AM,857,78,7,"""The Gu"" red shirt XML tag t-shirt (White) XS",7,6,84.0,05/06/2019,1,6,05/06/2019 07:00 AM
211,4,05/06/2019,7,2,05/26/2019,293092,1,,,5,05/07/2019 07:00 AM,858,77,261,"""The Gu"" red shirt XML tag t-shirt (White) XXS",261,6,84.0,05/07/2019,1,5,05/07/2019 07:00 AM
211,4,05/06/2019,7,2,05/26/2019,293092,1,,,5,05/07/2019 07:00 AM,859,78,410,"""The Gu"" red shirt XML tag t-shirt (White) XS",410,6,84.0,05/07/2019,1,5,05/07/2019 07:00 AM
211,4,05/06/2019,7,2,05/26/2019,293092,1,,,5,05/07/2019 07:00 AM,860,80,96,"""The Gu"" red shirt XML tag t-shirt (White) M",96,6,84.0,05/07/2019,1,5,05/07/2019 07:00 AM
211,4,05/06/2019,7,2,05/26/2019,293092,1,,,5,05/07/2019 07:00 AM,861,86,217,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",217,6,96.0,05/07/2019,1,5,05/07/2019 07:00 AM
