PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1778,77,604,"""The Gu"" red shirt XML tag t-shirt (White) XXS",604,6,84.0,10/02/2019,1,7,10/02/2019 07:00 AM
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1779,78,794,"""The Gu"" red shirt XML tag t-shirt (White) XS",794,6,84.0,10/02/2019,1,7,10/02/2019 07:00 AM
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1780,80,361,"""The Gu"" red shirt XML tag t-shirt (White) M",361,6,84.0,10/02/2019,1,7,10/02/2019 07:00 AM
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1781,86,707,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",707,6,96.0,10/02/2019,1,7,10/02/2019 07:00 AM
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1782,95,388,"""The Gu"" red shirt XML tag t-shirt (Black) XL",388,6,90.0,10/02/2019,1,7,10/02/2019 07:00 AM
457,4,10/01/2019,7,2,10/21/2019,293092,1,,,7,10/02/2019 07:00 AM,1783,98,757,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",757,6,96.0,10/02/2019,1,7,10/02/2019 07:00 AM
458,7,10/01/2019,2,2,10/21/2019,BC0280982,1,,,7,10/02/2019 07:00 AM,1784,193,238,Black and orange glass with care despatch tape 48mmx75m,238,7,38.4,10/02/2019,1,7,10/02/2019 07:00 AM
458,7,10/01/2019,2,2,10/21/2019,BC0280982,1,,,7,10/02/2019 07:00 AM,1785,204,265,Tape dispenser (Red),265,7,170.0,10/02/2019,1,7,10/02/2019 07:00 AM
459,4,10/02/2019,7,2,10/22/2019,293092,1,,,19,10/03/2019 07:00 AM,1786,77,602,"""The Gu"" red shirt XML tag t-shirt (White) XXS",602,6,84.0,10/03/2019,1,19,10/03/2019 07:00 AM
459,4,10/02/2019,7,2,10/22/2019,293092,1,,,19,10/03/2019 07:00 AM,1787,78,792,"""The Gu"" red shirt XML tag t-shirt (White) XS",792,6,84.0,10/03/2019,1,19,10/03/2019 07:00 AM
