PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1210,77,396,"""The Gu"" red shirt XML tag t-shirt (White) XXS",396,6,84.0,07/02/2019,1,5,07/02/2019 07:00 AM
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1211,78,598,"""The Gu"" red shirt XML tag t-shirt (White) XS",598,6,84.0,07/02/2019,1,5,07/02/2019 07:00 AM
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1212,80,191,"""The Gu"" red shirt XML tag t-shirt (White) M",191,6,84.0,07/02/2019,1,5,07/02/2019 07:00 AM
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1213,86,462,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",462,6,96.0,07/02/2019,1,5,07/02/2019 07:00 AM
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1214,95,183,"""The Gu"" red shirt XML tag t-shirt (Black) XL",183,6,90.0,07/02/2019,1,5,07/02/2019 07:00 AM
305,4,07/01/2019,7,2,07/21/2019,293092,1,,,5,07/02/2019 07:00 AM,1215,98,430,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",430,6,96.0,07/02/2019,1,5,07/02/2019 07:00 AM
306,7,07/01/2019,2,2,07/21/2019,BC0280982,1,,,5,07/02/2019 07:00 AM,1216,193,126,Black and orange glass with care despatch tape 48mmx75m,126,7,38.4,07/02/2019,1,5,07/02/2019 07:00 AM
306,7,07/01/2019,2,2,07/21/2019,BC0280982,1,,,5,07/02/2019 07:00 AM,1217,204,48,Tape dispenser (Red),48,7,170.0,07/02/2019,1,5,07/02/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1218,77,399,"""The Gu"" red shirt XML tag t-shirt (White) XXS",399,6,84.0,07/03/2019,1,12,07/03/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1219,78,604,"""The Gu"" red shirt XML tag t-shirt (White) XS",604,6,84.0,07/03/2019,1,12,07/03/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1220,80,192,"""The Gu"" red shirt XML tag t-shirt (White) M",192,6,84.0,07/03/2019,1,12,07/03/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1221,86,460,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",460,6,96.0,07/03/2019,1,12,07/03/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1222,95,190,"""The Gu"" red shirt XML tag t-shirt (Black) XL",190,6,90.0,07/03/2019,1,12,07/03/2019 07:00 AM
307,4,07/02/2019,7,2,07/22/2019,293092,1,,,12,07/03/2019 07:00 AM,1223,98,435,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",435,6,96.0,07/03/2019,1,12,07/03/2019 07:00 AM
308,7,07/02/2019,2,2,07/22/2019,BC0280982,1,,,12,07/03/2019 07:00 AM,1224,193,124,Black and orange glass with care despatch tape 48mmx75m,124,7,38.4,07/03/2019,1,12,07/03/2019 07:00 AM
308,7,07/02/2019,2,2,07/22/2019,BC0280982,1,,,12,07/03/2019 07:00 AM,1225,204,63,Tape dispenser (Red),63,7,170.0,07/03/2019,1,12,07/03/2019 07:00 AM
309,4,07/03/2019,7,2,07/23/2019,293092,1,,,13,07/04/2019 07:00 AM,1226,77,401,"""The Gu"" red shirt XML tag t-shirt (White) XXS",401,6,84.0,07/04/2019,1,13,07/04/2019 07:00 AM
309,4,07/03/2019,7,2,07/23/2019,293092,1,,,13,07/04/2019 07:00 AM,1227,78,602,"""The Gu"" red shirt XML tag t-shirt (White) XS",602,6,84.0,07/04/2019,1,13,07/04/2019 07:00 AM
