PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1,2,01/01/2019,9,2,01/15/2019,B2084020,1,,,6,01/02/2019 07:00 AM,1,150,18,Pack of 12 action figures (variety),18,9,5.5,01/02/2019,1,6,01/02/2019 07:00 AM
1,2,01/01/2019,9,2,01/15/2019,B2084020,1,,,6,01/02/2019 07:00 AM,2,151,21,Pack of 12 action figures (male),21,9,5.5,01/02/2019,1,6,01/02/2019 07:00 AM
1,2,01/01/2019,9,2,01/15/2019,B2084020,1,,,6,01/02/2019 07:00 AM,3,152,18,Pack of 12 action figures (female),18,9,5.5,01/02/2019,1,6,01/02/2019 07:00 AM
10,10,01/02/2019,8,2,01/22/2019,ML0300202,1,,,5,01/03/2019 07:00 AM,136,60,83,RC toy sedan car with remote control (Blue) 1/50 scale,83,7,12.5,01/03/2019,1,5,01/03/2019 07:00 AM
11,12,01/02/2019,7,2,01/22/2019,237408032,1,,,5,01/03/2019 07:00 AM,137,1,88,USB missile launcher (Green),88,7,9.5,01/03/2019,1,5,01/03/2019 07:00 AM
11,12,01/02/2019,7,2,01/22/2019,237408032,1,,,5,01/03/2019 07:00 AM,138,3,15,Office cube periscope (Black),15,6,112.5,01/03/2019,1,5,01/03/2019 07:00 AM
11,12,01/02/2019,7,2,01/22/2019,237408032,1,,,5,01/03/2019 07:00 AM,139,15,196,USB food flash drive - dessert 10 drive variety pack,196,9,88.5,01/03/2019,1,5,01/03/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,140,77,11,"""The Gu"" red shirt XML tag t-shirt (White) XXS",11,6,84.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,141,101,5,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",5,6,102.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,142,108,6,Superhero action jacket (Blue) XXS,6,7,19.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,143,114,6,Superhero action jacket (Blue) XXL,6,7,22.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,144,119,27,Dinosaur battery-powered slippers (Green) M,27,7,8.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,145,120,36,Dinosaur battery-powered slippers (Green) L,36,7,8.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,146,129,27,Plush shark slippers (Gray) XL,27,7,8.5,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,147,139,8,Furry animal socks (Pink) M,8,9,18.0,01/04/2019,1,3,01/04/2019 07:00 AM
12,4,01/03/2019,7,2,01/23/2019,293092,1,,,3,01/04/2019 07:00 AM,148,143,18,Halloween zombie mask (Light Brown) M,18,6,228.0,01/04/2019,1,3,01/04/2019 07:00 AM
13,5,01/03/2019,10,2,01/23/2019,8803922,1,,,3,01/04/2019 07:00 AM,149,32,26,Developer joke mug - that's a hardware problem (White),26,7,4.5,01/04/2019,1,3,01/04/2019 07:00 AM
